KEY-valueIs-CREATE,1544713027790,321
KEY-valueIs-CREATE,1544713029112,113
KEY-valueIs-CREATE,1544713030226,136
KEY-valueIs-CREATE,1544713031363,76
KEY-valueIs-CREATE,1544713032440,153
KEY-valueIs-CREATE,1544713033594,115
KEY-valueIs-CREATE,1544713034710,110
KEY-valueIs-CREATE,1544713035822,125
KEY-valueIs-CREATE,1544713036949,74
KEY-valueIs-CREATE,1544713038024,116
KEY-valueIs-CREATE,1544713039142,69
KEY-valueIs-CREATE,1544713040212,112
KEY-valueIs-CREATE,1544713041325,116
KEY-valueIs-CREATE,1544713042451,114
KEY-valueIs-CREATE,1544713043566,114
KEY-valueIs-CREATE,1544713044681,151
KEY-valueIs-CREATE,1544713045833,111
KEY-valueIs-CREATE,1544713046945,70
KEY-valueIs-CREATE,1544713048016,70
KEY-valueIs-CREATE,1544713049087,112
KEY-valueIs-CREATE,1544713050200,103
KEY-valueIs-CREATE,1544713051304,111
KEY-valueIs-CREATE,1544713052415,114
KEY-valueIs-CREATE,1544713053530,155
KEY-valueIs-CREATE,1544713054686,112
KEY-valueIs-CREATE,1544713055799,67
KEY-valueIs-CREATE,1544713056867,113
KEY-valueIs-CREATE,1544713057980,114
KEY-valueIs-CREATE,1544713059095,156
KEY-valueIs-CREATE,1544713060252,124
KEY-valueIs-CREATE,1544713061377,109
KEY-valueIs-CREATE,1544713062487,131
KEY-valueIs-CREATE,1544713063619,97
KEY-valueIs-CREATE,1544713064717,156
KEY-valueIs-CREATE,1544713065874,153
KEY-valueIs-CREATE,1544713067028,77
KEY-valueIs-CREATE,1544713068105,116
KEY-valueIs-CREATE,1544713069222,117
KEY-valueIs-CREATE,1544713070340,66
KEY-valueIs-CREATE,1544713071407,111
KEY-valueIs-CREATE,1544713072518,107
KEY-valueIs-CREATE,1544713073626,109
KEY-valueIs-CREATE,1544713074736,157
KEY-valueIs-CREATE,1544713075894,116
KEY-valueIs-CREATE,1544713077011,106
KEY-valueIs-CREATE,1544713078118,108
KEY-valueIs-CREATE,1544713079227,107
KEY-valueIs-CREATE,1544713080334,148
KEY-valueIs-CREATE,1544713081483,112
KEY-valueIs-CREATE,1544713082596,152
KEY-valueIs-CREATE,1544713083749,109
KEY-valueIs-CREATE,1544713084859,111
KEY-valueIs-CREATE,1544713085971,111
KEY-valueIs-CREATE,1544713087083,113
KEY-valueIs-CREATE,1544713088196,80
KEY-valueIs-CREATE,1544713089277,109
KEY-valueIs-CREATE,1544713090386,104
KEY-valueIs-CREATE,1544713091491,109
KEY-valueIs-CREATE,1544713092601,109
KEY-valueIs-CREATE,1544713093711,163
KEY-valueIs-CREATE,1544713094874,127
KEY-valueIs-CREATE,1544713096001,110
KEY-valueIs-CREATE,1544713097112,150
KEY-valueIs-CREATE,1544713098264,110
KEY-valueIs-CREATE,1544713099375,107
KEY-valueIs-CREATE,1544713100483,110
KEY-valueIs-CREATE,1544713101594,107
KEY-valueIs-CREATE,1544713102702,112
KEY-valueIs-CREATE,1544713103815,106
KEY-valueIs-CREATE,1544713104921,116
KEY-valueIs-CREATE,1544713106038,70
KEY-valueIs-CREATE,1544713107109,108
KEY-valueIs-CREATE,1544713108217,109
KEY-valueIs-CREATE,1544713109327,106
KEY-valueIs-CREATE,1544713110434,109
KEY-valueIs-CREATE,1544713111543,151
KEY-valueIs-CREATE,1544713112695,113
KEY-valueIs-CREATE,1544713113808,111
KEY-valueIs-CREATE,1544713114920,105
KEY-valueIs-CREATE,1544713116026,108
KEY-valueIs-CREATE,1544713117135,123
KEY-valueIs-CREATE,1544713118258,152
KEY-valueIs-CREATE,1544713119410,115
KEY-valueIs-CREATE,1544713120526,254
KEY-valueIs-CREATE,1544713121781,165
KEY-valueIs-CREATE,1544713122947,423
KEY-valueIs-CREATE,1544713124371,286
KEY-valueIs-CREATE,1544713125657,109
KEY-valueIs-CREATE,1544713126767,147
KEY-valueIs-CREATE,1544713127914,151
KEY-valueIs-CREATE,1544713129066,110
KEY-valueIs-CREATE,1544713130177,112
KEY-valueIs-CREATE,1544713131290,112
KEY-valueIs-CREATE,1544713132402,572
KEY-valueIs-CREATE,1544713133974,115
KEY-valueIs-CREATE,1544713135090,108
KEY-valueIs-CREATE,1544713136199,106
KEY-valueIs-CREATE,1544713137305,129
KEY-valueIs-CREATE,1544713138434,148
KEY-valueIs-CREATE,1544713139583,106
